TIme (s)	Voltage (V)
5.59300000000000e-01	-7.78383000000000e-02
5.59310000000000e-01	-7.78383000000000e-02
5.59320000000000e-01	-7.78383000000000e-02
5.59330000000000e-01	-7.78383000000000e-02
5.59340000000000e-01	-7.78383000000000e-02
5.59350000000000e-01	-7.78383000000000e-02
5.59360000000000e-01	-7.78383000000000e-02
5.59370000000000e-01	-7.78383000000000e-02
5.59380000000000e-01	-7.78383000000000e-02
5.59390000000000e-01	-7.78383000000000e-02
5.59400000000000e-01	-7.78383000000000e-02
5.59410000000000e-01	-7.78383000000000e-02
5.59420000000000e-01	-7.78383000000000e-02
5.59430000000000e-01	-7.78383000000000e-02
5.59440000000000e-01	-7.78383000000000e-02
5.59450000000000e-01	-7.78383000000000e-02
5.59460000000000e-01	-7.78383000000000e-02
5.59470000000000e-01	-7.78383000000000e-02
5.59480000000000e-01	-7.78383000000000e-02
5.59490000000000e-01	-7.78383000000000e-02
5.59500000000000e-01	-7.78383000000000e-02
5.59510000000000e-01	-7.78383000000000e-02
5.59520000000000e-01	-7.78383000000000e-02
5.59530000000000e-01	-7.78383000000000e-02
5.59540000000000e-01	-7.78383000000000e-02
5.59550000000000e-01	-7.78383000000000e-02
5.59560000000000e-01	-7.78383000000000e-02
5.59570000000000e-01	-7.78383000000000e-02
5.59580000000000e-01	-7.78383000000000e-02
5.59590000000000e-01	-7.78383000000000e-02
5.59600000000000e-01	-7.78383000000000e-02
5.59610000000000e-01	-7.78383000000000e-02
5.59620000000000e-01	-7.78383000000000e-02
5.59630000000000e-01	-7.78383000000000e-02
5.59640000000000e-01	-7.78383999999999e-02
5.59650000000000e-01	-7.78383999999999e-02
5.59660000000000e-01	-7.78383999999999e-02
5.59670000000000e-01	-7.78383999999999e-02
5.59680000000000e-01	-7.78383999999999e-02
5.59690000000000e-01	-7.78383999999999e-02
5.59700000000000e-01	-7.78383999999999e-02
5.59710000000000e-01	-7.78383999999999e-02
5.59720000000000e-01	-7.78383999999999e-02
5.59730000000000e-01	-7.78383999999999e-02
5.59740000000000e-01	-7.78383999999999e-02
5.59750000000000e-01	-7.78383999999999e-02
5.59760000000000e-01	-7.78383999999999e-02
5.59770000000000e-01	-7.78383999999999e-02
5.59780000000000e-01	-7.78383999999999e-02
5.59790000000000e-01	-7.78383999999999e-02
5.59800000000000e-01	-7.78383999999999e-02
5.59810000000000e-01	-7.78383999999999e-02
5.59820000000000e-01	-7.78383999999999e-02
5.59830000000000e-01	-7.78383999999999e-02
5.59840000000000e-01	-7.78383999999999e-02
5.59850000000000e-01	-7.78383999999999e-02
5.59860000000000e-01	-7.78383999999999e-02
5.59870000000000e-01	-7.78383999999999e-02
5.59880000000000e-01	-7.78383999999999e-02
5.59890000000000e-01	-7.78383999999999e-02
5.59900000000000e-01	-7.78383999999999e-02
5.59910000000000e-01	-7.78383999999999e-02
5.59920000000000e-01	-7.78383999999999e-02
5.59930000000000e-01	-7.78383999999999e-02
5.59940000000000e-01	-7.78383999999999e-02
5.59950000000000e-01	-7.78383999999999e-02
5.59960000000000e-01	-7.78383999999999e-02
5.59970000000000e-01	-7.78383999999999e-02
5.59980000000000e-01	-7.78383999999999e-02
5.59990000000000e-01	-7.78383999999999e-02
5.60000000000000e-01	-7.78383999999999e-02
5.60010000000000e-01	-7.78383999999999e-02
5.60020000000000e-01	-7.78383999999999e-02
5.60030000000000e-01	-7.78383999999999e-02
5.60040000000000e-01	-7.78383999999999e-02
5.60050000000000e-01	-7.78383999999999e-02
5.60060000000000e-01	-7.78383999999999e-02
5.60070000000000e-01	-7.78383999999999e-02
5.60080000000000e-01	-7.78383999999999e-02
5.60090000000000e-01	-7.78383999999999e-02
5.60100000000000e-01	-7.78383999999999e-02
5.60110000000000e-01	-7.78383999999999e-02
5.60120000000000e-01	-7.78383999999999e-02
5.60130000000000e-01	-7.78383999999999e-02
5.60140000000000e-01	-7.78383999999999e-02
5.60150000000000e-01	-7.78383999999999e-02
5.60160000000000e-01	-7.78383999999999e-02
5.60170000000000e-01	-7.78383999999999e-02
5.60180000000000e-01	-7.78383999999999e-02
5.60190000000000e-01	-7.78383999999999e-02
5.60200000000000e-01	-7.78383999999999e-02
5.60210000000000e-01	-7.78383999999999e-02
5.60220000000000e-01	-7.78383999999999e-02
5.60230000000000e-01	-7.78383999999999e-02
5.60240000000000e-01	-7.78383999999999e-02
5.60250000000000e-01	-7.78383999999999e-02
5.60260000000000e-01	-7.78383999999999e-02
5.60270000000000e-01	-7.78383999999999e-02
5.60280000000000e-01	-7.78383999999999e-02
5.60290000000000e-01	-7.78383999999999e-02
5.60300000000000e-01	-7.78383999999999e-02
5.60310000000000e-01	-7.73032999999999e-02
5.60320000000000e-01	-7.69633000000000e-02
5.60330000000000e-01	-7.66815000000000e-02
5.60340000000000e-01	-7.64342000000000e-02
5.60350000000000e-01	-7.62110999999999e-02
5.60360000000000e-01	-7.60066000000000e-02
5.60370000000000e-01	-7.58169000000000e-02
5.60380000000000e-01	-7.56394000000000e-02
5.60390000000000e-01	-7.54723000000000e-02
5.60400000000000e-01	-7.53142000000000e-02
5.60410000000000e-01	-7.51637999999999e-02
5.60420000000000e-01	-7.50203999999999e-02
5.60430000000000e-01	-7.48831000000000e-02
5.60440000000000e-01	-7.47511999999999e-02
5.60450000000000e-01	-7.46244000000000e-02
5.60460000000000e-01	-7.45019999999999e-02
5.60470000000000e-01	-7.43837999999999e-02
5.60480000000000e-01	-7.42694000000000e-02
5.60490000000000e-01	-7.41584000000000e-02
5.60500000000000e-01	-7.40506000000000e-02
5.60510000000000e-01	-7.39458000000000e-02
5.60520000000000e-01	-7.38437000000000e-02
5.60530000000000e-01	-7.37442000000000e-02
5.60540000000000e-01	-7.36472000000000e-02
5.60550000000000e-01	-7.35524000000000e-02
5.60560000000000e-01	-7.34595999999999e-02
5.60570000000000e-01	-7.33688999999999e-02
5.60580000000000e-01	-7.32801000000000e-02
5.60590000000000e-01	-7.31930000000000e-02
5.60600000000000e-01	-7.31076000000000e-02
5.60610000000000e-01	-7.30237999999999e-02
5.60620000000000e-01	-7.29415000000000e-02
5.60630000000000e-01	-7.28606000000000e-02
5.60640000000000e-01	-7.27810999999999e-02
5.60650000000000e-01	-7.27029000000000e-02
5.60660000000000e-01	-7.26259000000000e-02
5.60670000000000e-01	-7.25501000000000e-02
5.60680000000000e-01	-7.24755000000000e-02
5.60690000000000e-01	-7.24018999999999e-02
5.60700000000000e-01	-7.23293000000000e-02
5.60710000000000e-01	-7.22578000000000e-02
5.60720000000000e-01	-7.21871000000000e-02
5.60730000000000e-01	-7.21175000000000e-02
5.60740000000000e-01	-7.20485999999999e-02
5.60750000000000e-01	-7.19807000000000e-02
5.60760000000000e-01	-7.19134999999999e-02
5.60770000000000e-01	-7.18471000000000e-02
5.60780000000000e-01	-7.17814999999999e-02
5.60790000000000e-01	-7.17165999999999e-02
5.60800000000000e-01	-7.16523999999999e-02
5.60810000000000e-01	-7.15889000000000e-02
5.60820000000000e-01	-7.15260000000000e-02
5.60830000000000e-01	-7.14638000000000e-02
5.60840000000000e-01	-7.14021999999999e-02
5.60850000000000e-01	-7.13412000000000e-02
5.60860000000000e-01	-7.12806999999999e-02
5.60870000000000e-01	-7.12207999999999e-02
5.60880000000000e-01	-7.11615000000000e-02
5.60890000000000e-01	-7.11025999999999e-02
5.60900000000000e-01	-7.10443000000000e-02
5.60910000000000e-01	-7.09865000000000e-02
5.60920000000000e-01	-7.09291000000000e-02
5.60930000000000e-01	-7.08722000000000e-02
5.60940000000000e-01	-7.08157000000000e-02
5.60950000000000e-01	-7.07597000000000e-02
5.60960000000000e-01	-7.07041000000000e-02
5.60970000000000e-01	-7.06489000000000e-02
5.60980000000000e-01	-7.05941000000000e-02
5.60990000000000e-01	-7.05397000000000e-02
5.61000000000000e-01	-7.04857000000000e-02
5.61010000000000e-01	-7.04320000000000e-02
5.61020000000000e-01	-7.03786999999999e-02
5.61030000000000e-01	-7.03256999999999e-02
5.61040000000000e-01	-7.02730999999999e-02
5.61050000000000e-01	-7.02208000000000e-02
5.61060000000000e-01	-7.01688000000000e-02
5.61070000000000e-01	-7.01171999999999e-02
5.61080000000000e-01	-7.00658000000000e-02
5.61090000000000e-01	-7.00147999999999e-02
5.61100000000000e-01	-6.99640000000000e-02
5.61110000000000e-01	-6.99135000000000e-02
5.61120000000000e-01	-6.98632999999999e-02
5.61130000000000e-01	-6.98133000000000e-02
5.61140000000000e-01	-6.97636000000000e-02
5.61150000000000e-01	-6.97142000000000e-02
5.61160000000000e-01	-6.96650000000000e-02
5.61170000000000e-01	-6.96161000000000e-02
5.61180000000000e-01	-6.95674000000000e-02
5.61190000000000e-01	-6.95189000000000e-02
5.61200000000000e-01	-6.94706000000000e-02
5.61210000000000e-01	-6.94226000000000e-02
5.61220000000000e-01	-6.93747999999999e-02
5.61230000000000e-01	-6.93272000000000e-02
5.61240000000000e-01	-6.92797999999999e-02
5.61250000000000e-01	-6.92326000000000e-02
5.61260000000000e-01	-6.91855000000000e-02
5.61270000000000e-01	-6.91387000000000e-02
5.61280000000000e-01	-6.90921000000000e-02
5.61290000000000e-01	-6.90455999999999e-02
5.61300000000000e-01	-6.89993999999999e-02
5.61310000000000e-01	-6.89533000000000e-02
5.61320000000000e-01	-6.89073000000000e-02
5.61330000000000e-01	-6.88616000000000e-02
5.61340000000000e-01	-6.88159000000000e-02
5.61350000000000e-01	-6.87705000000000e-02
5.61360000000000e-01	-6.87252000000000e-02
5.61370000000000e-01	-6.86801000000000e-02
5.61380000000000e-01	-6.86350999999999e-02
5.61390000000000e-01	-6.85901999999999e-02
5.61400000000000e-01	-6.85455000000000e-02
5.61410000000000e-01	-6.85009000000000e-02
5.61420000000000e-01	-6.84565000000000e-02
5.61430000000000e-01	-6.84122000000000e-02
5.61440000000000e-01	-6.83680000000000e-02
5.61450000000000e-01	-6.83239000000000e-02
5.61460000000000e-01	-6.82800000000000e-02
5.61470000000000e-01	-6.82362000000000e-02
5.61480000000000e-01	-6.81924999999999e-02
5.61490000000000e-01	-6.81489000000000e-02
5.61500000000000e-01	-6.81054000000000e-02
5.61510000000000e-01	-6.80620000000000e-02
5.61520000000000e-01	-6.80188000000000e-02
5.61530000000000e-01	-6.79756000000000e-02
5.61540000000000e-01	-6.79326000000000e-02
5.61550000000000e-01	-6.78896000000000e-02
5.61560000000000e-01	-6.78467000000000e-02
5.61570000000000e-01	-6.78040000000000e-02
5.61580000000000e-01	-6.77613000000000e-02
5.61590000000000e-01	-6.77187000000000e-02
5.61600000000000e-01	-6.76762000000000e-02
5.61610000000000e-01	-6.76338000000000e-02
5.61620000000000e-01	-6.75914000000000e-02
5.61630000000000e-01	-6.75492000000000e-02
5.61640000000000e-01	-6.75070000000000e-02
5.61650000000000e-01	-6.74649000000000e-02
5.61660000000000e-01	-6.74227999999999e-02
5.61670000000000e-01	-6.73809000000000e-02
5.61680000000000e-01	-6.73390000000000e-02
5.61690000000000e-01	-6.72972000000000e-02
5.61700000000000e-01	-6.72554000000000e-02
5.61710000000000e-01	-6.72137000000000e-02
5.61720000000000e-01	-6.71721000000000e-02
5.61730000000000e-01	-6.71305000000000e-02
5.61740000000000e-01	-6.70890000000000e-02
5.61750000000000e-01	-6.70475000000000e-02
5.61760000000000e-01	-6.70061000000000e-02
5.61770000000000e-01	-6.69647999999999e-02
5.61780000000000e-01	-6.69235000000000e-02
5.61790000000000e-01	-6.68823000000000e-02
5.61800000000000e-01	-6.68410000000000e-02
5.61810000000000e-01	-6.67999000000000e-02
5.61820000000000e-01	-6.67588000000000e-02
5.61830000000000e-01	-6.67176999999999e-02
5.61840000000000e-01	-6.66766999999999e-02
5.61850000000000e-01	-6.66357000000000e-02
5.61860000000000e-01	-6.65948000000000e-02
5.61870000000000e-01	-6.65538000000000e-02
5.61880000000000e-01	-6.65130000000000e-02
5.61890000000000e-01	-6.64721000000000e-02
5.61900000000000e-01	-6.64313000000000e-02
5.61910000000000e-01	-6.63905000000000e-02
5.61920000000000e-01	-6.63498000000000e-02
5.61930000000000e-01	-6.63090000000000e-02
5.61940000000000e-01	-6.62683000000000e-02
5.61950000000000e-01	-6.62276000000000e-02
5.61960000000000e-01	-6.61870000000000e-02
5.61970000000000e-01	-6.61462999999999e-02
5.61980000000000e-01	-6.61057000000000e-02
5.61990000000000e-01	-6.60651000000000e-02
5.62000000000000e-01	-6.60245000000000e-02
5.62010000000000e-01	-6.59839000000000e-02
5.62020000000000e-01	-6.59434000000000e-02
5.62030000000000e-01	-6.59028000000000e-02
5.62040000000000e-01	-6.58623000000000e-02
5.62050000000000e-01	-6.58217000000000e-02
5.62060000000000e-01	-6.57812000000000e-02
5.62070000000000e-01	-6.57407000000000e-02
5.62080000000000e-01	-6.57001000000000e-02
5.62090000000000e-01	-6.56596000000000e-02
5.62100000000000e-01	-6.56191000000000e-02
5.62110000000000e-01	-6.55786000000000e-02
5.62120000000000e-01	-6.55380000000000e-02
5.62130000000000e-01	-6.54975000000000e-02
5.62140000000000e-01	-6.54569000000000e-02
5.62150000000000e-01	-6.54164000000000e-02
5.62160000000000e-01	-6.53758000000000e-02
5.62170000000000e-01	-6.53353000000000e-02
5.62180000000000e-01	-6.52947000000000e-02
5.62190000000000e-01	-6.52541000000000e-02
5.62200000000000e-01	-6.52135000000000e-02
5.62210000000000e-01	-6.51727999999999e-02
5.62220000000000e-01	-6.51322000000000e-02
5.62230000000000e-01	-6.50915000000000e-02
5.62240000000000e-01	-6.50508000000000e-02
5.62250000000000e-01	-6.50101000000000e-02
5.62260000000000e-01	-6.49693000000000e-02
5.62270000000000e-01	-6.49286000000000e-02
5.62280000000000e-01	-6.48878000000000e-02
5.62290000000000e-01	-6.48469000000000e-02
5.62300000000000e-01	-6.48060000000000e-02
5.62310000000000e-01	-6.47651000000000e-02
5.62320000000000e-01	-6.47242000000000e-02
5.62330000000000e-01	-6.46832000000000e-02
5.62340000000000e-01	-6.46422000000000e-02
5.62350000000000e-01	-6.46011000000000e-02
5.62360000000000e-01	-6.45600000000000e-02
5.62370000000000e-01	-6.45188000000000e-02
5.62380000000000e-01	-6.44776000000000e-02
5.62390000000000e-01	-6.44363000000000e-02
5.62400000000000e-01	-6.43950000000000e-02
5.62410000000000e-01	-6.43536000000000e-02
5.62420000000000e-01	-6.43122000000000e-02
5.62430000000000e-01	-6.42707000000000e-02
5.62440000000000e-01	-6.42291000000000e-02
5.62450000000000e-01	-6.41875000000000e-02
5.62460000000000e-01	-6.41457999999999e-02
5.62470000000000e-01	-6.41040000000000e-02
5.62480000000000e-01	-6.40622000000000e-02
5.62490000000000e-01	-6.40202000000000e-02
5.62500000000000e-01	-6.39782000000000e-02
5.62510000000000e-01	-6.39362000000000e-02
5.62520000000000e-01	-6.38940000000000e-02
5.62530000000000e-01	-6.38517000000000e-02
5.62540000000000e-01	-6.38094000000000e-02
5.62550000000000e-01	-6.37669000000000e-02
5.62560000000000e-01	-6.37244000000000e-02
5.62570000000000e-01	-6.36818000000000e-02
5.62580000000000e-01	-6.36390000000000e-02
5.62590000000000e-01	-6.35962000000000e-02
5.62600000000000e-01	-6.35532000000000e-02
5.62610000000000e-01	-6.35102000000000e-02
5.62620000000000e-01	-6.34670000000000e-02
5.62630000000000e-01	-6.34237000000000e-02
5.62640000000000e-01	-6.33802000000000e-02
5.62650000000000e-01	-6.33366000000000e-02
5.62660000000000e-01	-6.32929000000000e-02
5.62670000000000e-01	-6.32491000000000e-02
5.62680000000000e-01	-6.32051000000000e-02
5.62690000000000e-01	-6.31610000000000e-02
5.62700000000000e-01	-6.31167000000000e-02
5.62710000000000e-01	-6.30722000000000e-02
5.62720000000000e-01	-6.30276000000000e-02
5.62730000000000e-01	-6.29828000000000e-02
5.62740000000000e-01	-6.29378000000000e-02
5.62750000000000e-01	-6.28927000000000e-02
5.62760000000000e-01	-6.28474000000000e-02
5.62770000000000e-01	-6.28018000000000e-02
5.62780000000000e-01	-6.27561000000000e-02
5.62790000000000e-01	-6.27101000000000e-02
5.62800000000000e-01	-6.26640000000000e-02
5.62810000000000e-01	-6.26176000000000e-02
5.62820000000000e-01	-6.25709000000000e-02
5.62830000000000e-01	-6.25240000000000e-02
5.62840000000000e-01	-6.24769000000000e-02
5.62850000000000e-01	-6.24295000000000e-02
5.62860000000000e-01	-6.23818000000000e-02
5.62870000000000e-01	-6.23339000000000e-02
5.62880000000000e-01	-6.22856000000000e-02
5.62890000000000e-01	-6.22370000000000e-02
5.62900000000000e-01	-6.21881000000000e-02
5.62910000000000e-01	-6.21388000000000e-02
5.62920000000000e-01	-6.20892000000000e-02
5.62930000000000e-01	-6.20393000000000e-02
5.62940000000000e-01	-6.19889000000000e-02
5.62950000000000e-01	-6.19381000000000e-02
5.62960000000000e-01	-6.18869000000000e-02
5.62970000000000e-01	-6.18352000000000e-02
5.62980000000000e-01	-6.17830000000000e-02
5.62990000000000e-01	-6.17304000000000e-02
5.63000000000000e-01	-6.16772000000000e-02
5.63010000000000e-01	-6.16234000000000e-02
5.63020000000000e-01	-6.15691000000000e-02
5.63030000000000e-01	-6.15140000000000e-02
5.63040000000000e-01	-6.14584000000000e-02
5.63050000000000e-01	-6.14019000000000e-02
5.63060000000000e-01	-6.13448000000000e-02
5.63070000000000e-01	-6.12867000000000e-02
5.63080000000000e-01	-6.12278000000000e-02
5.63090000000000e-01	-6.11679000000000e-02
5.63100000000000e-01	-6.11069000000000e-02
5.63110000000000e-01	-6.10448000000000e-02
5.63120000000000e-01	-6.09815000000000e-02
5.63130000000000e-01	-6.09167000000000e-02
5.63140000000000e-01	-6.08505000000000e-02
5.63150000000000e-01	-6.07825000000000e-02
5.63160000000000e-01	-6.07127000000000e-02
5.63170000000000e-01	-6.06408000000000e-02
5.63180000000000e-01	-6.05664000000000e-02
5.63190000000000e-01	-6.04893000000000e-02
5.63200000000000e-01	-6.04090000000000e-02
5.63210000000000e-01	-6.03249000000000e-02
5.63220000000000e-01	-6.02364000000000e-02
5.63230000000000e-01	-6.01426000000000e-02
5.63240000000000e-01	-6.00422000000000e-02
5.63250000000000e-01	-5.99335000000000e-02
5.63260000000000e-01	-5.98142000000000e-02
5.63270000000000e-01	-5.96805000000000e-02
5.63280000000000e-01	-5.95270000000000e-02
5.63290000000000e-01	-5.93440000000000e-02
5.63300000000000e-01	-5.91146000000000e-02
5.63310000000000e-01	-5.93389000000000e-02
5.63320000000000e-01	-5.92092000000000e-02
5.63330000000000e-01	-5.86835000000000e-02
5.63340000000000e-01	-5.75685000000000e-02
5.63350000000000e-01	-5.58698000000000e-02
5.63360000000000e-01	-5.36455000000000e-02
5.63370000000000e-01	-5.09838000000000e-02
5.63380000000000e-01	-4.80593000000000e-02
5.63390000000000e-01	-4.50404000000000e-02
5.63400000000000e-01	-4.20295000000000e-02
5.63410000000000e-01	-3.90728000000000e-02
5.63420000000000e-01	-3.61815000000000e-02
5.63430000000000e-01	-3.33422000000000e-02
5.63440000000000e-01	-3.05193000000000e-02
5.63450000000000e-01	-2.76556000000000e-02
5.63460000000000e-01	-2.46728000000000e-02
5.63470000000000e-01	-2.14725000000000e-02
5.63480000000000e-01	-1.79390000000000e-02
5.63490000000000e-01	-1.39456000000000e-02
5.63500000000000e-01	-9.37106999999999e-03
5.63510000000000e-01	-4.14201000000000e-03
5.63520000000000e-01	1.68598000000000e-03
5.63530000000000e-01	7.82781000000000e-03
5.63540000000000e-01	1.37681000000000e-02
5.63550000000000e-01	1.89848000000000e-02
5.63560000000000e-01	2.32229000000000e-02
5.63570000000000e-01	2.65112000000000e-02
5.63580000000000e-01	2.90079000000000e-02
5.63590000000000e-01	3.08864000000000e-02
5.63600000000000e-01	3.22924000000000e-02
5.63610000000000e-01	3.33348000000000e-02
5.63620000000000e-01	3.40896000000000e-02
5.63630000000000e-01	3.46099000000000e-02
5.63640000000000e-01	3.49336000000000e-02
5.63650000000000e-01	3.50895000000000e-02
5.63660000000000e-01	3.51004000000000e-02
5.63670000000000e-01	3.49853000000000e-02
5.63680000000000e-01	3.47599000000000e-02
5.63690000000000e-01	3.44375000000000e-02
5.63700000000000e-01	3.40291000000000e-02
5.63710000000000e-01	3.35439000000000e-02
5.63720000000000e-01	3.29895000000000e-02
5.63730000000000e-01	3.23723000000000e-02
5.63740000000000e-01	3.16977000000000e-02
5.63750000000000e-01	3.09704000000000e-02
5.63760000000000e-01	3.01945000000000e-02
5.63770000000000e-01	2.93740000000000e-02
5.63780000000000e-01	2.85128000000000e-02
5.63790000000000e-01	2.76144000000000e-02
5.63800000000000e-01	2.66824000000000e-02
5.63810000000000e-01	2.57205000000000e-02
5.63820000000000e-01	2.47321000000000e-02
5.63830000000000e-01	2.37206000000000e-02
5.63840000000000e-01	2.26893000000000e-02
5.63850000000000e-01	2.16415000000000e-02
5.63860000000000e-01	2.05802000000000e-02
5.63870000000000e-01	1.95085000000000e-02
5.63880000000000e-01	1.84292000000000e-02
5.63890000000000e-01	1.73450000000000e-02
5.63900000000000e-01	1.62584000000000e-02
5.63910000000000e-01	1.51718000000000e-02
5.63920000000000e-01	1.40875000000000e-02
5.63930000000000e-01	1.30073000000000e-02
5.63940000000000e-01	1.19333000000000e-02
5.63950000000000e-01	1.08671000000000e-02
5.63960000000000e-01	9.81021999999999e-03
5.63970000000000e-01	8.76406000000000e-03
5.63980000000000e-01	7.72984000000000e-03
5.63990000000000e-01	6.70861000000000e-03
5.64000000000000e-01	5.70130000000000e-03
5.64010000000000e-01	4.70870000000000e-03
5.64020000000000e-01	3.73147000000000e-03
5.64030000000000e-01	2.77014000000000e-03
5.64040000000000e-01	1.82515000000000e-03
5.64050000000000e-01	8.96826999999999e-04
5.64060000000000e-01	-1.46047000000000e-05
5.64070000000000e-01	-9.08995999999999e-04
5.64080000000000e-01	-1.78628000000000e-03
5.64090000000000e-01	-2.64648000000000e-03
5.64100000000000e-01	-3.48965000000000e-03
5.64110000000000e-01	-4.31594000000000e-03
5.64120000000000e-01	-5.12554000000000e-03
5.64130000000000e-01	-5.91870000000000e-03
5.64140000000000e-01	-6.69570000000000e-03
5.64150000000000e-01	-7.45685999999999e-03
5.64160000000000e-01	-8.20256999999999e-03
5.64170000000000e-01	-8.93319999999999e-03
5.64180000000000e-01	-9.64918999999999e-03
5.64190000000000e-01	-1.03510000000000e-02
5.64200000000000e-01	-1.10390000000000e-02
5.64210000000000e-01	-1.17138000000000e-02
5.64220000000000e-01	-1.23759000000000e-02
5.64230000000000e-01	-1.30256000000000e-02
5.64240000000000e-01	-1.36637000000000e-02
5.64250000000000e-01	-1.42905000000000e-02
5.64260000000000e-01	-1.49066000000000e-02
5.64270000000000e-01	-1.55124000000000e-02
5.64280000000000e-01	-1.61086000000000e-02
5.64290000000000e-01	-1.66956000000000e-02
5.64300000000000e-01	-1.72739000000000e-02
5.64310000000000e-01	-1.78440000000000e-02
5.64320000000000e-01	-1.84064000000000e-02
5.64330000000000e-01	-1.89615000000000e-02
5.64340000000000e-01	-1.95099000000000e-02
5.64350000000000e-01	-2.00519000000000e-02
5.64360000000000e-01	-2.05881000000000e-02
5.64370000000000e-01	-2.11188000000000e-02
5.64380000000000e-01	-2.16444000000000e-02
5.64390000000000e-01	-2.21654000000000e-02
5.64400000000000e-01	-2.26821000000000e-02
5.64410000000000e-01	-2.31950000000000e-02
5.64420000000000e-01	-2.37043000000000e-02
5.64430000000000e-01	-2.42104000000000e-02
5.64440000000000e-01	-2.47136000000000e-02
5.64450000000000e-01	-2.52142000000000e-02
5.64460000000000e-01	-2.57125000000000e-02
5.64470000000000e-01	-2.62088000000000e-02
5.64480000000000e-01	-2.67033000000000e-02
5.64490000000000e-01	-2.71963000000000e-02
5.64500000000000e-01	-2.76879000000000e-02
5.64510000000000e-01	-2.81783000000000e-02
5.64520000000000e-01	-2.86677000000000e-02
5.64530000000000e-01	-2.91562000000000e-02
5.64540000000000e-01	-2.96440000000000e-02
5.64550000000000e-01	-3.01312000000000e-02
5.64560000000000e-01	-3.06177000000000e-02
5.64570000000000e-01	-3.11037000000000e-02
5.64580000000000e-01	-3.15892000000000e-02
5.64590000000000e-01	-3.20741000000000e-02
5.64600000000000e-01	-3.25585000000000e-02
5.64610000000000e-01	-3.30422000000000e-02
5.64620000000000e-01	-3.35253000000000e-02
5.64630000000000e-01	-3.40075000000000e-02
5.64640000000000e-01	-3.44888000000000e-02
5.64650000000000e-01	-3.49689000000000e-02
5.64660000000000e-01	-3.54478000000000e-02
5.64670000000000e-01	-3.59252000000000e-02
5.64680000000000e-01	-3.64009000000000e-02
5.64690000000000e-01	-3.68746000000000e-02
5.64700000000000e-01	-3.73461000000000e-02
5.64710000000000e-01	-3.78152000000000e-02
5.64720000000000e-01	-3.82815000000000e-02
5.64730000000000e-01	-3.87447000000000e-02
5.64740000000000e-01	-3.92046000000000e-02
5.64750000000000e-01	-3.96608000000000e-02
5.64760000000000e-01	-4.01130000000000e-02
5.64770000000000e-01	-4.05610000000000e-02
5.64780000000000e-01	-4.10044000000000e-02
5.64790000000000e-01	-4.14429000000000e-02
5.64800000000000e-01	-4.18763000000000e-02
5.64810000000000e-01	-4.23042000000000e-02
5.64820000000000e-01	-4.27264000000000e-02
5.64830000000000e-01	-4.31426000000000e-02
5.64840000000000e-01	-4.35526000000000e-02
5.64850000000000e-01	-4.39562000000000e-02
5.64860000000000e-01	-4.43532000000000e-02
5.64870000000000e-01	-4.47433000000000e-02
5.64880000000000e-01	-4.51266000000000e-02
5.64890000000000e-01	-4.55027000000000e-02
5.64900000000000e-01	-4.58716000000000e-02
5.64910000000000e-01	-4.62332000000000e-02
5.64920000000000e-01	-4.65874000000000e-02
5.64930000000000e-01	-4.69342000000000e-02
5.64940000000000e-01	-4.72735000000000e-02
5.64950000000000e-01	-4.76053000000000e-02
5.64960000000000e-01	-4.79297000000000e-02
5.64970000000000e-01	-4.82465000000000e-02
5.64980000000000e-01	-4.85559000000000e-02
5.64990000000000e-01	-4.88578000000000e-02
5.65000000000000e-01	-4.91525000000000e-02
5.65010000000000e-01	-4.94398000000000e-02
5.65020000000000e-01	-4.97200000000000e-02
5.65030000000000e-01	-4.99930000000000e-02
5.65040000000000e-01	-5.02591000000000e-02
5.65050000000000e-01	-5.05182000000000e-02
5.65060000000000e-01	-5.07706000000000e-02
5.65070000000000e-01	-5.10163000000000e-02
5.65080000000000e-01	-5.12554000000000e-02
5.65090000000000e-01	-5.14882000000000e-02
5.65100000000000e-01	-5.17146000000000e-02
5.65110000000000e-01	-5.19349000000000e-02
5.65120000000000e-01	-5.21492000000000e-02
5.65130000000000e-01	-5.23576000000000e-02
5.65140000000000e-01	-5.25602000000000e-02
5.65150000000000e-01	-5.27573000000000e-02
5.65160000000000e-01	-5.29488000000000e-02
5.65170000000000e-01	-5.31351000000000e-02
5.65180000000000e-01	-5.33161000000000e-02
5.65190000000000e-01	-5.34921000000000e-02
5.65200000000000e-01	-5.36632000000000e-02
5.65210000000000e-01	-5.38295000000000e-02
5.65220000000000e-01	-5.39911000000000e-02
5.65230000000000e-01	-5.41482000000000e-02
5.65240000000000e-01	-5.43008000000000e-02
5.65250000000000e-01	-5.44492000000000e-02
5.65260000000000e-01	-5.45934000000000e-02
5.65270000000000e-01	-5.47336000000000e-02
5.65280000000000e-01	-5.48699000000000e-02
5.65290000000000e-01	-5.50023000000000e-02
5.65300000000000e-01	-5.51311000000000e-02
5.65310000000000e-01	-5.52563000000000e-02
5.65320000000000e-01	-5.53780000000000e-02
5.65330000000000e-01	-5.54963000000000e-02
5.65340000000000e-01	-5.56113000000000e-02
5.65350000000000e-01	-5.57232000000000e-02
5.65360000000000e-01	-5.58320000000000e-02
5.65370000000000e-01	-5.59379000000000e-02
5.65380000000000e-01	-5.60408000000000e-02
5.65390000000000e-01	-5.61409000000000e-02
